gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,charges_per_tenure,total_services,contract_tenure_ratio,payment_risk_score,has_premium_services,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_1-2yr,tenure_group_2-3yr,tenure_group_3-4yr,tenure_group_4-5yr,tenure_group_5-6yr,monthly_charges_category_Medium,monthly_charges_category_High,monthly_charges_category_Very High,Churn
0.0,-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,0.10704778280226633,-3.054010391622917,-1.2051132934870794,-0.5172074769706297,-0.25507669512981873,-0.5347992674337644,0.131229496760172,1.5687830005411791,1.260243143163744,0.8106642156825693,-0.8541761503778148,-0.8856597597457708,-0.5259273725834717,-0.633932976826636,-0.725562723486431,1.3812774278843567,-0.639438641587503,1.2656117811725593,1.2561707132821398,-0.5142493788993665,-0.5629750549452887,-0.5250473279742812,1.4064183890256234,-0.5448069226338199,-0.41246566914990673,2.732241612809751,-0.34830771082957707,-0.3659998425145247,-0.499645012379815,1.999645106908749,-0.8606576478207512,-0.38325137360757,0
0.0,-0.43991649313097614,1.0345302279174904,1.5290240978948397,-0.7073594915983407,0.3274383095561751,-1.2051132934870794,0.3436033691154218,-0.4977783031151856,0.397748518187588,-0.344942242385573,0.2490740604086849,0.11407934444186262,0.8106642156825693,-0.8541761503778148,1.1291017673503092,-0.5259273725834717,1.5774538264373548,-0.725562723486431,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,-0.5142493788993665,-0.5629750549452887,-0.5250473279742812,-0.7110259705099613,1.8355126531167965,2.4244442017707897,-0.3659998425145247,-0.34830771082957707,-0.3659998425145247,-0.499645012379815,-0.5000887390192452,1.1619021832107974,-0.38325137360757,0
0.0,-0.43991649313097614,1.0345302279174904,1.5290240978948397,-0.7888002190384014,-3.054010391622917,-1.2051132934870794,-0.8046983579993692,-0.7453771804127458,-0.6410358473726098,0.131229496760172,-0.7049655275620974,0.11407934444186262,0.8106642156825693,-0.8541761503778148,-0.8856597597457708,-0.5259273725834717,1.5774538264373548,1.3782405953752133,-0.7239675244180722,1.5638717070919412,-0.7901317093252118,-0.7960701435135249,-0.5142493788993665,1.7762776364881436,-0.5250473279742812,-0.7110259705099613,1.8355126531167965,2.4244442017707897,-0.3659998425145247,-0.34830771082957707,-0.3659998425145247,-0.499645012379815,1.999645106908749,-0.8606576478207512,-0.38325137360757,0
0.0,-0.43991649313097614,1.0345302279174904,-0.6540119291623984,-0.2594354906780068,0.3274383095561751,0.8297975015331794,0.29042586511010604,-0.16505076691783166,0.2826734508552558,1.083572975051662,-0.6692234104335089,-1.0320844542800187,0.8106642156825693,-0.8541761503778148,-0.8856597597457708,-0.5259273725834717,-0.633932976826636,1.3782405953752133,1.3812774278843567,-0.639438641587503,1.2656117811725593,1.2561707132821398,-0.5142493788993665,1.7762776364881436,1.9045902087687294,-0.7110259705099613,-0.5448069226338199,-0.41246566914990673,2.732241612809751,-0.34830771082957707,-0.3659998425145247,-0.499645012379815,-0.5000887390192452,1.1619021832107974,-0.38325137360757,0
0.0,-0.43991649313097614,1.0345302279174904,1.5290240978948397,-1.2774445836787656,0.3274383095561751,-1.2051132934870794,-0.6717545979860794,-0.9861816480339295,-0.6695752794833744,-0.821113981531318,-0.6747221976840609,1.260243143163744,-1.2335563611353098,-0.8541761503778148,-0.8856597597457708,-0.5259273725834717,-0.633932976826636,-0.725562723486431,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,-0.5142493788993665,-0.5629750549452887,-0.5250473279742812,1.4064183890256234,-0.5448069226338199,-0.41246566914990673,-0.3659998425145247,-0.34830771082957707,-0.3659998425145247,-0.499645012379815,1.999645106908749,-0.8606576478207512,-0.38325137360757,0
0.0,-0.43991649313097614,-0.9666223112813243,1.5290240978948397,1.369379058123207,0.3274383095561751,0.8297975015331794,0.4898415051300408,1.2866586875723538,0.462635573358902,1.559744714197407,-0.5592476654224677,-1.0320844542800187,0.8106642156825693,-0.8541761503778148,-0.8856597597457708,-0.5259273725834717,-0.633932976826636,1.3782405953752133,1.3812774278843567,1.5638717070919412,1.2656117811725593,1.2561707132821398,-0.5142493788993665,1.7762776364881436,1.9045902087687294,-0.7110259705099613,-0.5448069226338199,-0.41246566914990673,-0.3659998425145247,-0.34830771082957707,-0.3659998425145247,2.001420959326679,-0.5000887390192452,1.1619021832107974,-0.38325137360757,0
0.0,-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,-1.2774445836787656,0.3274383095561751,-1.2051132934870794,-1.4943441130683104,-0.9971012350138201,-1.4894469117725213,-1.297285720677063,-0.6747221976840609,-1.0320844542800187,-1.2335563611353098,-0.8541761503778148,-0.8856597597457708,1.9014032205393274,-0.633932976826636,-0.725562723486431,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,-0.5142493788993665,-0.5629750549452887,1.9045902087687294,-0.7110259705099613,-0.5448069226338199,-0.41246566914990673,-0.3659998425145247,-0.34830771082957707,-0.3659998425145247,-0.499645012379815,-0.5000887390192452,-0.8606576478207512,-0.38325137360757,0
0.0,-0.43991649313097614,1.0345302279174904,-0.6540119291623984,0.3106496014024181,0.3274383095561751,-1.2051132934870794,-0.27126152094604356,0.04381115131571245,-0.1750850253017079,-0.344942242385573,1.8987102355743026,-1.0320844542800187,0.8106642156825693,1.17071870896616,-0.8856597597457708,-0.5259273725834717,-0.633932976826636,1.3782405953752133,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,-0.5142493788993665,-0.5629750549452887,1.9045902087687294,-0.7110259705099613,-0.5448069226338199,-0.41246566914990673,-0.3659998425145247,2.871024582310464,-0.3659998425145247,-0.499645012379815,1.999645106908749,-0.8606576478207512,-0.38325137360757,0
0.0,-0.43991649313097614,1.0345302279174904,-0.6540119291623984,1.3286586944031769,0.3274383095561751,0.8297975015331794,-0.16490651293541178,0.6743235453747702,-0.20456090752860673,0.131229496760172,-0.5619970590477438,-1.0320844542800187,0.8106642156825693,-0.8541761503778148,-0.8856597597457708,-0.5259273725834717,-0.633932976826636,-0.725562723486431,-0.7239675244180722,1.5638717070919412,1.2656117811725593,-0.7960701435135249,-0.5142493788993665,1.7762776364881436,1.9045902087687294,-0.7110259705099613,-0.5448069226338199,-0.41246566914990673,-0.3659998425145247,-0.34830771082957707,-0.3659998425145247,2.001420959326679,1.999645106908749,-0.8606576478207512,-0.38325137360757,0
0.0,-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,1.125056875803025,0.3274383095561751,-1.2051132934870794,0.5247392421335293,1.1326594214983812,0.5307223112090298,1.083572975051662,-0.4107804096575622,-1.0320844542800187,0.8106642156825693,1.17071870896616,-0.8856597597457708,-0.5259273725834717,-0.633932976826636,-0.725562723486431,1.3812774278843567,1.5638717070919412,1.2656117811725593,1.2561707132821398,1.9445818333126077,-0.5629750549452887,1.9045902087687294,-0.7110259705099613,-0.5448069226338199,-0.41246566914990673,-0.3659998425145247,-0.34830771082957707,2.732241612809751,-0.499645012379815,-0.5000887390192452,1.1619021832107974,-0.38325137360757,0
